edge_type,source_id,source_name,source_type,target_id,target_name,target_type,key
ProducerOf,6058,Li Bai,Person,6054,Colorful Traditions,Song,1
PerformerOf,6059,Brandon Kirby,Person,6054,Colorful Traditions,Song,0
PerformerOf,6060,Xiulan Yin,Person,6054,Colorful Traditions,Song,0
PerformerOf,6060,Xiulan Yin,Person,13158,Whispers of the Parish Boundary,Song,0
ProducerOf,6060,Xiulan Yin,Person,13158,Whispers of the Parish Boundary,Song,1
InStyleOf,6061,Determination's Flame,Song,8273,Amber Spirits,Song,0
DistributedBy,6061,Determination's Flame,Song,437,Foreign Affairs Recordings,RecordLabel,0
PerformerOf,6062,Ping Mao,Person,6061,Determination's Flame,Song,0
ProducerOf,6062,Ping Mao,Person,6061,Determination's Flame,Song,1
ProducerOf,6062,Ping Mao,Person,11078,Whispers Between Souls,Album,0
ComposerOf,6063,Jun Xiong,Person,6061,Determination's Flame,Song,0
ComposerOf,6063,Jun Xiong,Person,11078,Whispers Between Souls,Album,0
PerformerOf,6063,Jun Xiong,Person,11078,Whispers Between Souls,Album,1
CoverOf,6064,Willpower Wins,Song,1145,Unattached,Song,0
InStyleOf,6064,Willpower Wins,Song,8516,Dòng Máu Quê Hương (Blood of My Homeland),Song,0
RecordedBy,6064,Willpower Wins,Song,1155,Cascina Sonora,RecordLabel,0
CoverOf,6065,Push Through the Doubt,Song,13563,Unique Frequencies,Album,0
InterpolatesFrom,6065,Push Through the Doubt,Song,6611,Completely Crazy (About You),Song,0
InStyleOf,6065,Push Through the Doubt,Song,3828,Fragments of Flight,Album,0
CoverOf,6065,Push Through the Doubt,Song,3688,Distant Farewell,Song,0
InStyleOf,6065,Push Through the Doubt,Song,16259,Twilight of the Weekly Cycle,Song,0
DirectlySamples,6065,Push Through the Doubt,Song,757,Mirage of Memories,Song,0
LyricalReferenceTo,6065,Push Through the Doubt,Song,6833,The Last Sweet Moment,Song,0
InStyleOf,6065,Push Through the Doubt,Song,12067,Fragments of Friendship,Song,0
InStyleOf,6065,Push Through the Doubt,Song,9096,Grip and Grace,Song,0
CoverOf,6065,Push Through the Doubt,Song,3501,Beyond Our Limitations,Song,0
InStyleOf,6065,Push Through the Doubt,Song,6976,Thorns Between My Fingers,Album,0
RecordedBy,6065,Push Through the Doubt,Song,744,Svadhyaya Sangeet Prakashan,RecordLabel,0
DistributedBy,6065,Push Through the Doubt,Song,271,Sorgue Sonics,RecordLabel,0
LyricistOf,6066,Jun Qiao,Person,6065,Push Through the Doubt,Song,0
LyricistOf,6066,Jun Qiao,Person,8920,Echoes of a Fading Lament,Song,0
PerformerOf,6066,Jun Qiao,Person,8920,Echoes of a Fading Lament,Song,1
PerformerOf,6067,Yong Wen,Person,6065,Push Through the Doubt,Song,0
PerformerOf,6067,Yong Wen,Person,8920,Echoes of a Fading Lament,Song,0
PerformerOf,6068,Tao Liang,Person,6065,Push Through the Doubt,Song,0
PerformerOf,6069,Jun Yao,Person,6065,Push Through the Doubt,Song,0
CoverOf,6070,Desire's Pathway,Song,966,Strings of Silence,Song,0
InterpolatesFrom,6070,Desire's Pathway,Song,4781,September's Last Embrace,Song,0
DistributedBy,6070,Desire's Pathway,Song,4321,Versant Sonore,RecordLabel,0
PerformerOf,6071,Xiulan Lu,Person,6070,Desire's Pathway,Song,0
InterpolatesFrom,6072,Whispers of My Homeland,Song,14518,Symphonic Prologue,Song,0
CoverOf,6072,Whispers of My Homeland,Song,16454,Donkey's Lament,Album,0
InStyleOf,6072,Whispers of My Homeland,Song,11652,Shadows of Approval,Song,0
RecordedBy,6072,Whispers of My Homeland,Song,218,Kamiogawa Rhythms,RecordLabel,0
DistributedBy,6072,Whispers of My Homeland,Song,218,Kamiogawa Rhythms,RecordLabel,1
PerformerOf,6073,Agnès de Leroy,Person,6072,Whispers of My Homeland,Song,0
RecordedBy,6074,Borders of the Heart,Song,32,Collective Harmony,RecordLabel,0
DistributedBy,6074,Borders of the Heart,Song,34,Nexus Sonic,RecordLabel,0
ComposerOf,6075,Elizabeth Myers,Person,6074,Borders of the Heart,Song,0
PerformerOf,6075,Elizabeth Myers,Person,6074,Borders of the Heart,Song,1
InStyleOf,6076,"Tiny Nation, Endless Dreams",Song,10111,Passages of Light,Song,0
RecordedBy,6076,"Tiny Nation, Endless Dreams",Song,743,Archival Imprints,RecordLabel,0
DistributedBy,6076,"Tiny Nation, Endless Dreams",Song,743,Archival Imprints,RecordLabel,1
LyricistOf,6077,Tao Pan,Person,6076,"Tiny Nation, Endless Dreams",Song,0
ComposerOf,6078,Osamu Yamashita,Person,6076,"Tiny Nation, Endless Dreams",Song,0
PerformerOf,6078,Osamu Yamashita,Person,6076,"Tiny Nation, Endless Dreams",Song,1
PerformerOf,6079,Wei Kang,Person,6076,"Tiny Nation, Endless Dreams",Song,0
InStyleOf,6080,Starlit Chains,Song,6006,Mercy's Endless Tide,Song,0
LyricalReferenceTo,6080,Starlit Chains,Song,15622,Whispers of Finality,Song,0
DistributedBy,6080,Starlit Chains,Song,1203,Péronne Pulse,RecordLabel,0
PerformerOf,6081,Lei Qin,Person,6080,Starlit Chains,Song,0
ProducerOf,6081,Lei Qin,Person,6080,Starlit Chains,Song,1
LyricistOf,6082,Chao Cao,Person,6080,Starlit Chains,Song,0
PerformerOf,6082,Chao Cao,Person,6080,Starlit Chains,Song,1
LyricistOf,6083,Xiulan Lai,Person,6080,Starlit Chains,Song,0
PerformerOf,6083,Xiulan Lai,Person,10704,Prayers in Twilight,Song,0
PerformerOf,6083,Xiulan Lai,Person,10782,"Sepia Memories, Fading Light",Song,0
ProducerOf,6083,Xiulan Lai,Person,10782,"Sepia Memories, Fading Light",Song,1
PerformerOf,6083,Xiulan Lai,Person,13080,Wolf's Lament,Song,0
ProducerOf,6083,Xiulan Lai,Person,13080,Wolf's Lament,Song,1
PerformerOf,6084,Ming Wei,Person,6080,Starlit Chains,Song,0
ProducerOf,6084,Ming Wei,Person,9219,Verbunden in Hoffnung,Song,0
PerformerOf,6085,Na Liao,Person,6080,Starlit Chains,Song,0
PerformerOf,6085,Na Liao,Person,9219,Verbunden in Hoffnung,Song,0
ProducerOf,6085,Na Liao,Person,9219,Verbunden in Hoffnung,Song,1
PerformerOf,6086,Fang Duan,Person,6080,Starlit Chains,Song,0
InterpolatesFrom,6087,Celestial Maiden's Lament,Song,1057,Sutter's Mill Memories,Album,0
InStyleOf,6087,Celestial Maiden's Lament,Song,7116,Suffering's Embrace,Song,0
LyricalReferenceTo,6087,Celestial Maiden's Lament,Song,12910,If Only For A Moment,Album,0
CoverOf,6087,Celestial Maiden's Lament,Song,12245,Harbor Harmony,Song,0
InStyleOf,6087,Celestial Maiden's Lament,Song,5777,Standing Watch at Dawn's Edge,Song,0
RecordedBy,6087,Celestial Maiden's Lament,Song,749,Sovereign Sound Studios,RecordLabel,0
DistributedBy,6087,Celestial Maiden's Lament,Song,749,Sovereign Sound Studios,RecordLabel,1
PerformerOf,6088,Yang Yang,Person,6087,Celestial Maiden's Lament,Song,0
PerformerOf,6089,Jie Jia,Person,6087,Celestial Maiden's Lament,Song,0
PerformerOf,6089,Jie Jia,Person,7893,Horizons of Unbound Terrain,Song,0
PerformerOf,6089,Jie Jia,Person,11457,Frozen Chambers,Song,0
ProducerOf,6089,Jie Jia,Person,11457,Frozen Chambers,Song,1
LyricistOf,6090,Chao Duan,Person,6087,Celestial Maiden's Lament,Song,0
PerformerOf,6090,Chao Duan,Person,6087,Celestial Maiden's Lament,Song,1
PerformerOf,6090,Chao Duan,Person,7893,Horizons of Unbound Terrain,Song,0
LyricistOf,6091,Ming Fan,Person,6087,Celestial Maiden's Lament,Song,0
PerformerOf,6091,Ming Fan,Person,6087,Celestial Maiden's Lament,Song,1
InStyleOf,6092,Nebula's Embrace,Album,15230,Grönskande Gryning (Verdant Dawn),Song,0
RecordedBy,6092,Nebula's Embrace,Album,2086,Akademia Sound,RecordLabel,0
DistributedBy,6092,Nebula's Embrace,Album,2904,Twilight Horizon Records,RecordLabel,0
ProducerOf,6093,Na Cao,Person,6092,Nebula's Embrace,Album,0
ComposerOf,6093,Na Cao,Person,15310,Barrio Nights,Song,0
PerformerOf,6093,Na Cao,Person,15310,Barrio Nights,Song,1
PerformerOf,6094,Tao Meng,Person,6092,Nebula's Embrace,Album,0
LyricistOf,6095,Wayne Wilson,Person,6092,Nebula's Embrace,Album,0
PerformerOf,6095,Wayne Wilson,Person,6092,Nebula's Embrace,Album,1
ComposerOf,6096,Na Tan,Person,6092,Nebula's Embrace,Album,0
LyricistOf,6097,Hector Smith,Person,6092,Nebula's Embrace,Album,0
PerformerOf,6098,Antonietta Kreusel-Seip,Person,6092,Nebula's Embrace,Album,0
PerformerOf,6098,Antonietta Kreusel-Seip,Person,8511,Dance of the Poisoned Limbs,Album,0
PerformerOf,6098,Antonietta Kreusel-Seip,Person,10601,Echoes of Unity,Song,0
PerformerOf,6099,Yong Gong,Person,6092,Nebula's Embrace,Album,0
PerformerOf,6099,Yong Gong,Person,14969,First Dance Unfolding,Album,0
LyricalReferenceTo,6100,Perseus' Promise,Album,13823,Verses Unfolding,Song,0
RecordedBy,6100,Perseus' Promise,Album,596,Devotional Pulse Records,RecordLabel,0
DistributedBy,6100,Perseus' Promise,Album,6102,Kallas Soundworks,RecordLabel,0
ComposerOf,6101,Juan Yao,Person,6100,Perseus' Promise,Album,0
DirectlySamples,6103,Riddles of the Heart,Album,11526,Ballad of the Lone Shepherd,Song,0
InStyleOf,6103,Riddles of the Heart,Album,6564,Dados del Destino (Dice of Destiny),Song,0
RecordedBy,6103,Riddles of the Heart,Album,6105,Caldera Sonora,RecordLabel,0
PerformerOf,6104,Ming Shen,Person,6103,Riddles of the Heart,Album,0
RecordedBy,6106,Unanswered Questions,Song,624,Lilybaeum Recordings,RecordLabel,0
DistributedBy,6106,Unanswered Questions,Song,623,Kuvalta Records,RecordLabel,0
PerformerOf,6107,Natalie Fields,Person,6106,Unanswered Questions,Song,0
InterpolatesFrom,6108,Pieces of a Puzzle,Song,11907,Champagne and Pretense,Song,0
RecordedBy,6108,Pieces of a Puzzle,Song,6112,Starlight Media,RecordLabel,0
DistributedBy,6108,Pieces of a Puzzle,Song,5347,Last Frequency Music,RecordLabel,0
PerformerOf,6109,Margaret Mueller,Person,6108,Pieces of a Puzzle,Song,0
LyricistOf,6110,Charles Smith,Person,6108,Pieces of a Puzzle,Song,0
RecordedBy,6113,The Mystery Remains,Song,5044,Toten Sounds,RecordLabel,0
DistributedBy,6113,The Mystery Remains,Song,2814,Cascade Sonics,RecordLabel,0
ComposerOf,6114,Frau Sybille Becker,Person,6113,The Mystery Remains,Song,0
PerformerOf,6114,Frau Sybille Becker,Person,6113,The Mystery Remains,Song,1
PerformerOf,6115,Radmila Stey-Kambs,Person,6113,The Mystery Remains,Song,0
ProducerOf,6115,Radmila Stey-Kambs,Person,6113,The Mystery Remains,Song,1
ComposerOf,6116,John Goodwin,Person,6113,The Mystery Remains,Song,0
PerformerOf,6116,John Goodwin,Person,6113,The Mystery Remains,Song,1
PerformerOf,6117,Felix Hornich,Person,6113,The Mystery Remains,Song,0
PerformerOf,6117,Felix Hornich,Person,15345,Descamisados' Anthem,Album,0
PerformerOf,6118,Miranda Page,Person,6113,The Mystery Remains,Song,0
RecordedBy,6120,Breaking Chains,Song,652,Rockville Records,RecordLabel,0
PerformerOf,6121,Guiying Zhong,Person,6120,Breaking Chains,Song,0
ProducerOf,6122,Taylor Pace,Person,6120,Breaking Chains,Song,0
ProducerOf,6123,Juan Deng,Person,6120,Breaking Chains,Song,0
ComposerOf,6124,Heidi Richardson,Person,6120,Breaking Chains,Song,0
PerformerOf,6124,Heidi Richardson,Person,6120,Breaking Chains,Song,1
PerformerOf,6125,Xia Cui,Person,6120,Breaking Chains,Song,0
DirectlySamples,6126,Horizon's Promise,Song,6120,Breaking Chains,Song,0
DistributedBy,6126,Horizon's Promise,Song,651,Memory Tide,RecordLabel,0
PerformerOf,6127,Jie Yin,Person,6126,Horizon's Promise,Song,0
ComposerOf,6127,Jie Yin,Person,10504,"White Crosses, Red Hearts",Album,0
ProducerOf,6128,Alicia Simmons,Person,6126,Horizon's Promise,Song,0
ComposerOf,6129,Elizabeth Gonzalez,Person,6126,Horizon's Promise,Song,0
PerformerOf,6129,Elizabeth Gonzalez,Person,6126,Horizon's Promise,Song,1
LyricalReferenceTo,6130,Unfolding Path,Song,8355,Whispers of Self-Destruction,Song,0
InterpolatesFrom,6130,Unfolding Path,Song,9085,Unspoken Melody,Song,0
DirectlySamples,6130,Unfolding Path,Song,7250,Pelkkä Sinä (Just You),Song,0
CoverOf,6130,Unfolding Path,Song,4348,Hysterical Revenge,Song,0
RecordedBy,6130,Unfolding Path,Song,5937,National Guardian Records,RecordLabel,0
DistributedBy,6130,Unfolding Path,Song,5937,National Guardian Records,RecordLabel,1
PerformerOf,6131,Thomas King,Person,6130,Unfolding Path,Song,0
PerformerOf,6131,Thomas King,Person,13436,Infinite Horizon,Song,0
PerformerOf,6132,Yan Gao,Person,6130,Unfolding Path,Song,0
ComposerOf,6133,Christina Soto,Person,6130,Unfolding Path,Song,0
PerformerOf,6134,Richard Johnson,Person,6130,Unfolding Path,Song,0
PerformerOf,6134,Richard Johnson,Person,13436,Infinite Horizon,Song,0
PerformerOf,6135,Lei Luo,Person,6130,Unfolding Path,Song,0
PerformerOf,6135,Lei Luo,Person,13436,Infinite Horizon,Song,0
ProducerOf,6135,Lei Luo,Person,13436,Infinite Horizon,Song,1
PerformerOf,6136,Valerio Carullo,Person,6130,Unfolding Path,Song,0
DirectlySamples,6137,Beyond the Moment,Song,7063,Portraits of Silence,Album,0
InterpolatesFrom,6137,Beyond the Moment,Song,12617,Forbidden Terrain,Song,0
RecordedBy,6137,Beyond the Moment,Song,6141,Convergencia Sonora,RecordLabel,0
ComposerOf,6138,Jeffrey Phillips,Person,6137,Beyond the Moment,Song,0
LyricistOf,6138,Jeffrey Phillips,Person,7063,Portraits of Silence,Album,0
ComposerOf,6138,Jeffrey Phillips,Person,7863,Dim the World Away,Song,0
PerformerOf,6138,Jeffrey Phillips,Person,12218,Crimean Horizon,Album,0
PerformerOf,6139,Russell Barnes,Person,6137,Beyond the Moment,Song,0
LyricistOf,6140,Brian Brown,Person,6137,Beyond the Moment,Song,0
PerformerOf,6140,Brian Brown,Person,6137,Beyond the Moment,Song,1
LyricalReferenceTo,6142,Lunar Lament,Song,4541,Hustler's Birthright,Song,0
CoverOf,6142,Lunar Lament,Song,7517,Converging Currents of the Heart,Song,0
InterpolatesFrom,6142,Lunar Lament,Song,10928,Whispers in the Shadows,Album,0
CoverOf,6142,Lunar Lament,Song,9683,Terra's Tender Breath,Song,0
InStyleOf,6142,Lunar Lament,Song,13552,"Different Paths, Same Destination",Album,0
RecordedBy,6142,Lunar Lament,Song,6111,Adra Rising,RecordLabel,0
DistributedBy,6142,Lunar Lament,Song,6111,Adra Rising,RecordLabel,1
LyricistOf,6143,Christopher Cox,Person,6142,Lunar Lament,Song,0
PerformerOf,6144,Terry Harris,Person,6142,Lunar Lament,Song,0
ComposerOf,6145,Chelsea Paul,Person,6142,Lunar Lament,Song,0
PerformerOf,6145,Chelsea Paul,Person,6142,Lunar Lament,Song,1
PerformerOf,6146,Cody Lopez,Person,6142,Lunar Lament,Song,0
PerformerOf,6147,Kenneth Evans,Person,6142,Lunar Lament,Song,0
LyricalReferenceTo,6148,Sundown's Sorrow,Song,12678,The Last Horizon,Song,0
InStyleOf,6148,Sundown's Sorrow,Song,2347,Words Fail Me Now,Song,0
RecordedBy,6148,Sundown's Sorrow,Song,195,Howling Squash Productions,RecordLabel,0
PerformerOf,6149,Tao Peng,Person,6148,Sundown's Sorrow,Song,0
ComposerOf,6150,Yong Chen,Person,6148,Sundown's Sorrow,Song,0
PerformerOf,6150,Yong Chen,Person,6148,Sundown's Sorrow,Song,1
InStyleOf,6151,Celestial Tears,Song,9223,Für uns alle zusammen,Song,0
RecordedBy,6151,Celestial Tears,Song,1481,Altopiano Records,RecordLabel,0
DistributedBy,6151,Celestial Tears,Song,6153,JU Soundworks,RecordLabel,0
PerformerOf,6152,Vidur Dasgupta,Person,6151,Celestial Tears,Song,0
ComposerOf,6152,Vidur Dasgupta,Person,6151,Celestial Tears,Song,1
LyricalReferenceTo,6154,Eclipse of Emotion,Song,10657,Antlers of Moonlight,Song,0
InStyleOf,6154,Eclipse of Emotion,Song,6743,Epochs in Motion,Song,0
InterpolatesFrom,6154,Eclipse of Emotion,Song,14909,Provence Dreams,Song,0
RecordedBy,6154,Eclipse of Emotion,Song,2071,Viterbo Sounds,RecordLabel,0
DistributedBy,6154,Eclipse of Emotion,Song,2071,Viterbo Sounds,RecordLabel,1
LyricistOf,6155,Joann Johnson,Person,6154,Eclipse of Emotion,Song,0
ProducerOf,6155,Joann Johnson,Person,6743,Epochs in Motion,Song,0
ComposerOf,6155,Joann Johnson,Person,13008,The Puppet's Promise,Album,0
PerformerOf,6155,Joann Johnson,Person,13008,The Puppet's Promise,Album,1
DirectlySamples,6158,They Won't Understand Our Vision,Song,3512,Andalusian Rhythm,Song,0
InStyleOf,6158,They Won't Understand Our Vision,Song,4557,Tears Left Unshed,Song,0
InStyleOf,6158,They Won't Understand Our Vision,Song,1018,Wrinkled Rebellion,Song,0
CoverOf,6158,They Won't Understand Our Vision,Song,1853,Reflections on the Water's Rim,Song,0
LyricalReferenceTo,6158,They Won't Understand Our Vision,Song,10120,Devour My Heart,Song,0
CoverOf,6158,They Won't Understand Our Vision,Song,7325,Starship Strut,Song,0
InterpolatesFrom,6158,They Won't Understand Our Vision,Song,6864,Echoes from the Elfin Veil,Song,0
RecordedBy,6158,They Won't Understand Our Vision,Song,698,Sonora Liminal,RecordLabel,0
ComposerOf,6159,Debra Martin,Person,6158,They Won't Understand Our Vision,Song,0
PerformerOf,6159,Debra Martin,Person,6864,Echoes from the Elfin Veil,Song,0
PerformerOf,6159,Debra Martin,Person,15241,Nordisk Ljusdans (Nordic Light Dance),Song,0
ProducerOf,6159,Debra Martin,Person,15241,Nordisk Ljusdans (Nordic Light Dance),Song,1
InStyleOf,6160,Outsiders By Design,Song,3071,Unanchored Soul,Song,0
DistributedBy,6160,Outsiders By Design,Song,3075,Aihara Audio,RecordLabel,0
PerformerOf,6161,Hellmut Graf,Person,6160,Outsiders By Design,Song,0
ProducerOf,6161,Hellmut Graf,Person,6160,Outsiders By Design,Song,1
ComposerOf,6162,Ehrenfried Werner,Person,6160,Outsiders By Design,Song,0
CoverOf,6163,Deaf to Our Frequency,Song,16478,Nine Nights of Wisdom,Album,0
RecordedBy,6163,Deaf to Our Frequency,Song,938,Eternal Horizon Studios,RecordLabel,0
PerformerOf,6164,Stephanie Johnson,Person,6163,Deaf to Our Frequency,Song,0
PerformerOf,6165,Pamela Crane,Person,6163,Deaf to Our Frequency,Song,0
PerformerOf,6166,Kevin Pearson,Person,6163,Deaf to Our Frequency,Song,0
PerformerOf,6167,Adira Bhagat,Person,6163,Deaf to Our Frequency,Song,0
RecordedBy,6168,Strangers to Our Dreams,Song,1570,Plenary Sound,RecordLabel,0
DistributedBy,6168,Strangers to Our Dreams,Song,1501,Imperial Archives Recordings,RecordLabel,0
ComposerOf,6169,Rudi Bolander-Zimmer,Person,6168,Strangers to Our Dreams,Song,0
PerformerOf,6169,Rudi Bolander-Zimmer,Person,6168,Strangers to Our Dreams,Song,1
LyricalReferenceTo,6170,Twilight's Gentle Whisper,Song,1841,Ripples and Whispers,Song,0
InStyleOf,6170,Twilight's Gentle Whisper,Song,3025,Destiny's Call,Song,0
CoverOf,6170,Twilight's Gentle Whisper,Song,9685,Earthsong Eternal,Song,0
RecordedBy,6170,Twilight's Gentle Whisper,Song,174,Echo Chamber Records,RecordLabel,0
DistributedBy,6170,Twilight's Gentle Whisper,Song,174,Echo Chamber Records,RecordLabel,1
PerformerOf,6171,Li Qiao,Person,6170,Twilight's Gentle Whisper,Song,0
PerformerOf,6172,Ping Tao,Person,6170,Twilight's Gentle Whisper,Song,0
ComposerOf,6173,Lei Tan,Person,6170,Twilight's Gentle Whisper,Song,0
PerformerOf,6173,Lei Tan,Person,6170,Twilight's Gentle Whisper,Song,1
PerformerOf,6174,Na Han,Person,6170,Twilight's Gentle Whisper,Song,0
ComposerOf,6175,Liwia Piejko,Person,6170,Twilight's Gentle Whisper,Song,0
PerformerOf,6175,Liwia Piejko,Person,7854,Shadows in the Darkness,Song,0
PerformerOf,6176,Fang Zhong,Person,6170,Twilight's Gentle Whisper,Song,0
RecordedBy,6177,Shadows Before Nightfall,Album,277,Guyonne Grove,RecordLabel,0
DistributedBy,6177,Shadows Before Nightfall,Album,208,Twilight Passage,RecordLabel,0
PerformerOf,6178,Yang Long,Person,6177,Shadows Before Nightfall,Album,0
PerformerOf,6179,Xiulan Xue,Person,6177,Shadows Before Nightfall,Album,0
CoverOf,6180,Dusk's Lingering Embrace,Song,15622,Whispers of Finality,Song,0
RecordedBy,6180,Dusk's Lingering Embrace,Song,1349,Nighthawk Records,RecordLabel,0
DistributedBy,6180,Dusk's Lingering Embrace,Song,174,Echo Chamber Records,RecordLabel,0
PerformerOf,6181,Ming Tan,Person,6180,Dusk's Lingering Embrace,Song,0
PerformerOf,6181,Ming Tan,Person,6643,The Companion's Heart,Song,0
ComposerOf,6182,Shirley Riley,Person,6180,Dusk's Lingering Embrace,Song,0
PerformerOf,6182,Shirley Riley,Person,6180,Dusk's Lingering Embrace,Song,1
PerformerOf,6182,Shirley Riley,Person,6643,The Companion's Heart,Song,0
ComposerOf,6182,Shirley Riley,Person,12540,Klíče od cizího života (Keys to a Stranger's Life),Song,0
RecordedBy,6183,When Daylight Softly Fades,Song,2971,Echosphere Records,RecordLabel,0
PerformerOf,6184,Wei Shi,Person,6183,When Daylight Softly Fades,Song,0
ProducerOf,6184,Wei Shi,Person,6183,When Daylight Softly Fades,Song,1
ComposerOf,6185,Chao Gong,Person,6183,When Daylight Softly Fades,Song,0
PerformerOf,6186,Yang Ma,Person,6183,When Daylight Softly Fades,Song,0
PerformerOf,6187,Lei Kang,Person,6183,When Daylight Softly Fades,Song,0
LyricistOf,6187,Lei Kang,Person,8615,Grace in Motion,Album,0
LyricistOf,6187,Lei Kang,Person,12656,Savage Law's Embrace,Album,0
PerformerOf,6188,Min Zhong,Person,6183,When Daylight Softly Fades,Song,0
InterpolatesFrom,6189,Riverstone Whispers,Song,8812,Tokyo Horizon,Song,0
CoverOf,6189,Riverstone Whispers,Song,4481,The Fallibility of Me,Album,0
RecordedBy,6189,Riverstone Whispers,Song,244,Inflected,RecordLabel,0
DistributedBy,6189,Riverstone Whispers,Song,244,Inflected,RecordLabel,1
InterpolatesFrom,6190,Borderline Currents,Song,6051,Rhythms of the Sierra,Album,0
InterpolatesFrom,6190,Borderline Currents,Song,10596,Roots Between Worlds,Song,0
InterpolatesFrom,6190,Borderline Currents,Song,13026,Arthropod Cascade,Song,0
RecordedBy,6190,Borderline Currents,Song,2485,Maritime Archives,RecordLabel,0
RecordedBy,6191,Siberian Watershed,Song,4722,Lumiera,RecordLabel,0
DistributedBy,6191,Siberian Watershed,Song,5991,Echo Ridge Studios,RecordLabel,0
PerformerOf,6192,Adam Lopez,Person,6191,Siberian Watershed,Song,0
PerformerOf,6192,Adam Lopez,Person,15652,Whispers Behind Your Back,Song,0
InStyleOf,6193,Blood and Tributaries,Song,11984,"Pilgrim Hearts, Rejoicing Night",Song,0
RecordedBy,6193,Blood and Tributaries,Song,3127,Tokyo Pulse,RecordLabel,0
DistributedBy,6193,Blood and Tributaries,Song,1532,World Pulse Records,RecordLabel,0
RecordedBy,6194,Snowflakes and Silent Nights,Song,2298,Viterbo Vinyl,RecordLabel,0
DistributedBy,6194,Snowflakes and Silent Nights,Song,1017,Cadenza Recordings,RecordLabel,0
PerformerOf,6195,Min Xiong,Person,6194,Snowflakes and Silent Nights,Song,0
ProducerOf,6195,Min Xiong,Person,14890,Dawn's Early Whispers,Song,0
PerformerOf,6196,Phillip Martinez,Person,6194,Snowflakes and Silent Nights,Song,0
ComposerOf,6197,Ming He,Person,6194,Snowflakes and Silent Nights,Song,0
MemberOf,6198,Xiuying Cheng,Person,16780,Midnight Harvest,MusicalGroup,0
PerformerOf,6198,Xiuying Cheng,Person,6194,Snowflakes and Silent Nights,Song,0
PerformerOf,6198,Xiuying Cheng,Person,6949,Whispered Benedictions,Song,0
ComposerOf,6198,Xiuying Cheng,Person,10645,Intimate Interludes for Ivory Keys,Song,0
ComposerOf,6198,Xiuying Cheng,Person,14890,Dawn's Early Whispers,Song,0
PerformerOf,6198,Xiuying Cheng,Person,14890,Dawn's Early Whispers,Song,1
PerformerOf,6198,Xiuying Cheng,Person,16505,Fleeing Toward the Furthest Horizon,Song,0
PerformerOf,6199,Juan Cai,Person,6194,Snowflakes and Silent Nights,Song,0
RecordedBy,6201,Whispers of Winter's Embrace,Song,6204,Root Origin Records,RecordLabel,0
PerformerOf,6202,Katherine Preston,Person,6201,Whispers of Winter's Embrace,Song,0
ProducerOf,6202,Katherine Preston,Person,6201,Whispers of Winter's Embrace,Song,1
ComposerOf,6203,Kimberly Cain,Person,6201,Whispers of Winter's Embrace,Song,0
InStyleOf,6205,Candlelight Memories,Song,7733,The Price of Belonging,Song,0
RecordedBy,6205,Candlelight Memories,Song,6209,Terzola Tracks,RecordLabel,0
ProducerOf,6206,Xia Wu,Person,6205,Candlelight Memories,Song,0
PerformerOf,6207,Chao Fan,Person,6205,Candlelight Memories,Song,0
PerformerOf,6208,Yang Tang,Person,6205,Candlelight Memories,Song,0
CoverOf,6210,The Gentle Frost of December,Song,3390,Displaced Moment,Song,0
DirectlySamples,6210,The Gentle Frost of December,Song,5726,The Path Unfolding,Song,0
CoverOf,6210,The Gentle Frost of December,Song,6735,Wisdom Wearing a Donkey's Saddle,Song,0
CoverOf,6210,The Gentle Frost of December,Song,11948,Rising Sun Renegades,Song,0
RecordedBy,6210,The Gentle Frost of December,Song,84,Botha Recordings,RecordLabel,0
DistributedBy,6210,The Gentle Frost of December,Song,84,Botha Recordings,RecordLabel,1
LyricalReferenceTo,6211,Broken Whispers to the Divine,Song,8551,Cánh Diều Quốc Gia (National Kite),Song,0
LyricalReferenceTo,6211,Broken Whispers to the Divine,Song,13332,Mozart's Numerical Ghost,Song,0
RecordedBy,6211,Broken Whispers to the Divine,Song,1722,Atco Axis,RecordLabel,0
DistributedBy,6211,Broken Whispers to the Divine,Song,118,Periáñez Pulse,RecordLabel,0
PerformerOf,6212,Na Yan,Person,6211,Broken Whispers to the Divine,Song,0
PerformerOf,6213,Yan Zhou,Person,6211,Broken Whispers to the Divine,Song,0
LyricistOf,6214,Xiulan Yuan,Person,6211,Broken Whispers to the Divine,Song,0
PerformerOf,6215,Chao Ma,Person,6211,Broken Whispers to the Divine,Song,0
RecordedBy,6216,"Trembling Hands, Reaching Higher",Song,79,Mucambo Groove,RecordLabel,0
LyricistOf,6217,Tao Duan,Person,6216,"Trembling Hands, Reaching Higher",Song,0
InStyleOf,6218,Echoes of Grace in Silent Moments,Song,15574,Shadows of a Forbidden Embrace,Song,0
InStyleOf,6218,Echoes of Grace in Silent Moments,Song,9884,Golden Hour Reverie,Song,0
InterpolatesFrom,6218,Echoes of Grace in Silent Moments,Song,13758,Whispers of the Shoreline,Song,0
RecordedBy,6218,Echoes of Grace in Silent Moments,Song,120,Cue Script Recordings,RecordLabel,0
DistributedBy,6218,Echoes of Grace in Silent Moments,Song,120,Cue Script Recordings,RecordLabel,1
PerformerOf,6219,Fang Yao,Person,6218,Echoes of Grace in Silent Moments,Song,0
PerformerOf,6220,Tao Lin,Person,6218,Echoes of Grace in Silent Moments,Song,0
